State,County Name,Median Home Price 2017
KY,Knox County,81067
KY,Larue County,112659
KY,Laurel County,107527
KY,Lawrence County,84757
KY,Lee County,67679
KY,Leslie County,51550
KY,Letcher County,61670
KY,Lewis County,72001
KY,Lincoln County,101308
KY,Livingston County,95720
KY,Logan County,111111
KY,Lyon County,129560
KY,McCracken County,156442
KY,McCreary County,64622
KY,McLean County,102830
KY,Madison County,168354
KY,Magoffin County,66730
KY,Marion County,105841
KY,Marshall County,124500
KY,Martin County,69049
KY,Mason County,117226
KY,Meade County,151137
KY,Menifee County,82016
KY,Mercer County,147481
KY,Metcalfe County,79275
KY,Monroe County,78537
KY,Montgomery County,124605
KY,Morgan County,81700
KY,Muhlenberg County,86443
KY,Nelson County,155430
KY,Nicholas County,86549
KY,Ohio County,93085
KY,Oldham County,308928
KY,Owen County,104470
KY,Owsley County,73793
KY,Pendleton County,114775
KY,Perry County,77272
KY,Pike County,79486
KY,Powell County,84124
KY,Pulaski County,115012
KY,Robertson County,99621
KY,Rockcastle County,85178
KY,Rowan County,127662
KY,Russell County,92031
KY,Scott County,184841
KY,Shelby County,198474
KY,Simpson County,137572
KY,Spencer County,204915
KY,Taylor County,112482
KY,Todd County,99937
KY,Trigg County,133110
KY,Trimble County,118612
KY,Union County,87603
KY,Warren County,177121
KY,Washington County,111322
KY,Wayne County,85811
KY,Webster County,85245
KY,Whitley County,88341
KY,Wolfe County,69260
KY,Woodford County,203672
LA,Acadia Parish,100856
LA,Allen Parish,87719
LA,Ascension Parish,220203
LA,Assumption Parish,118544
LA,Avoyelles Parish,93718
LA,Beauregard Parish,119165
LA,Bienville Parish,78616
LA,Bossier Parish,170265
LA,Caddo Parish,148882
LA,Calcasieu Parish,175572
LA,Caldwell Parish,70134
LA,Cameron Parish,117365
LA,Catahoula Parish,81409
LA,Claiborne Parish,76650
LA,Concordia Parish,81202
LA,De Soto Parish,109913
LA,East Baton Rouge Parish,199540
LA,East Carroll Parish,70547
LA,East Feliciana Parish,129513
LA,Evangeline Parish,93098
LA,Franklin Parish,86064
LA,Grant Parish,95302
LA,Iberia Parish,126820
LA,Iberville Parish,133061
LA,Jackson Parish,87305
LA,Jefferson Parish,191973
LA,Jefferson Davis Parish,105304
LA,Lafayette Parish,189276
LA,Lafourche Parish,156766
LA,LaSalle Parish,79340
LA,Lincoln Parish,150922
LA,Livingston Parish,170318
LA,Madison Parish,66306
LA,Morehouse Parish,87822
LA,Natchitoches Parish,118027
LA,Orleans Parish,237027
LA,Ouachita Parish,158589
LA,Plaquemines Parish,172620
LA,Pointe Coupee Parish,129930
LA,Rapides Parish,144785
LA,Red River Parish,88857
LA,Richland Parish,89891
LA,Sabine Parish,87098
LA,St. Bernard Parish,144838
LA,St. Charles Parish,193326
LA,St. Helena Parish,80776
LA,St. James Parish,141095
LA,St. John the Baptist Parish,158989
LA,St. Landry Parish,112855
LA,St. Martin Parish,114975
LA,St. Mary Parish,100339
LA,St. Tammany Parish,222980
LA,Tangipahoa Parish,162921
LA,Tensas Parish,64341
LA,Terrebonne Parish,151454
LA,Union Parish,92973
LA,Vermilion Parish,109338
LA,Vernon Parish,120613
LA,Washington Parish,87512
LA,Webster Parish,84409
LA,West Baton Rouge Parish,184720
LA,West Carroll Parish,82133
LA,West Feliciana Parish,218742
LA,Winn Parish,75202
ME,Androscoggin County,165103
ME,Aroostook County,104510
ME,Cumberland County,294008
ME,Franklin County,141036
ME,Hancock County,214504
ME,Kennebec County,168768
ME,Knox County,206536
ME,Lincoln County,219263
ME,Oxford County,141968
ME,Penobscot County,143831
ME,Piscataquis County,120134
ME,Sagadahoc County,214430
ME,Somerset County,111753
ME,Waldo County,165353
ME,Washington County,113822
ME,York County,266694
MD,Allegany County,113677
MD,Anne Arundel County,375376
MD,Baltimore County,270641
MD,Calvert County,377143
MD,Caroline County,212183
MD,Carroll County,350885
MD,Cecil County,253944
MD,Charles County,337455
MD,Dorchester County,189088
MD,Frederick County,354540
MD,Garrett County,176222
MD,Harford County,304823
MD,Howard County,463227
MD,Kent County,250359
MD,Montgomery County,507032
MD,Prince George's County,318036
MD,Queen Anne's County,357659
MD,St. Mary's County,310049
MD,Somerset County,136400
MD,Talbot County,344112
MD,Washington County,234256
MD,Wicomico County,174301
MD,Worcester County,265862
MD,Baltimore city,160905
MA,Barnstable County,436005
MA,Bristol County,327444
MA,Dukes County,709166
MA,Essex County,436610
MA,Hampden County,223466
MA,Middlesex County,550958
MA,Nantucket County,1046929
MA,Norfolk County,509719
MA,Plymouth County,396341
MA,Suffolk County,535130
MA,Worcester County,304539
MI,Alcona County,103715
MI,Alger County,128563
MI,Allegan County,172858
MI,Alpena County,101554
MI,Antrim County,163675
MI,Arenac County,96044
MI,Baraga County,100582
MI,Barry County,161183
MI,Bay County,111250
MI,Benzie County,175235
MI,Berrien County,163185
MI,Branch County,105551
MI,Calhoun County,123882
MI,Cass County,141256
MI,Charlevoix County,171561
MI,Cheboygan County,126294
MI,Chippewa County,120028
MI,Clare County,91831
MI,Clinton County,192958
MI,Crawford County,99285
MI,Delta County,114410
MI,Dickinson County,99501
MI,Eaton County,169968
MI,Emmet County,184850
MI,Genesee County,120969
MI,Gladwin County,108576
MI,Gogebic County,75733
MI,Grand Traverse County,213912
MI,Gratiot County,99501
MI,Hillsdale County,114086
MI,Houghton County,110629
MI,Huron County,103931
MI,Ingham County,146434
MI,Ionia County,128902
MI,Iosco County,96152
MI,Iron County,82864
MI,Isabella County,147037
MI,Jackson County,143156
MI,Kalamazoo County,172856
MI,Kalkaska County,113762
MI,Kent County,191591
MI,Keweenaw County,103499
MI,Lake County,87293
MI,Lapeer County,182073
MI,Leelanau County,268902
MI,Lenawee County,153195
MI,Livingston County,278927
MI,Luce County,89886
MI,Mackinac County,135153
MI,Macomb County,184511
MI,Manistee County,125538
MI,Marquette County,167348
MI,Mason County,136774
MI,Mecosta County,123918
MI,Menominee County,103607
MI,Midland County,151467
MI,Missaukee County,115707
MI,Monroe County,180159
MI,Montcalm County,109117
MI,Montmorency County,101338
MI,Muskegon County,132993
MI,Newaygo County,115131
MI,Oakland County,270172
MI,Oceana County,114842
MI,Ogemaw County,96800
MI,Ontonagon County,75085
MI,Osceola County,98745
MI,Oscoda County,90102
MI,Otsego County,134073
MI,Presque Isle County,105659
MI,Roscommon County,101554
MI,Saginaw County,112807
MI,St. Clair County,171656
MI,St. Joseph County,120136
MI,Sanilac County,109441
MI,Schoolcraft County,113438
MI,Shiawassee County,143904
MI,Tuscola County,106740
MI,Van Buren County,148536
MI,Washtenaw County,285608
MI,Wayne County,126775
MI,Wexford County,104255
MN,Aitkin County,182360
MN,Anoka County,250984
MN,Becker County,196147
MN,Beltrami County,164910
MN,Benton County,174914
MN,Big Stone County,104483
MN,Blue Earth County,199997
MN,Brown County,145737
MN,Carlton County,173220
MN,Carver County,344435
MN,Cass County,192485
MN,Chippewa County,112561
MN,Chisago County,225329
MN,Clay County,176986
MN,Clearwater County,132273
MN,Cook County,260022
MN,Cottonwood County,96296
MN,Crow Wing County,202610
MN,Dakota County,290395
MN,Dodge County,180398
MN,Douglas County,212412
MN,Faribault County,93173
MN,Fillmore County,159740
MN,Freeborn County,113208
MN,Goodhue County,206165
MN,Grant County,112992
MN,Hennepin County,300111
MN,Houston County,175144
MN,Hubbard County,196794
MN,Isanti County,188757
MN,Itasca County,168142
MN,Jackson County,122902
MN,Kanabec County,158555
MN,Kandiyohi County,179883
MN,Kittson County,77339
MN,Koochiching County,116654
MN,Lac qui Parle County,87356
MN,Lake County,178590
MN,Lake of the Woods County,138305
MN,Le Sueur County,205411
MN,Lincoln County,102652
MN,Lyon County,146383
MN,McLeod County,162002
MN,Mahnomen County,104806
MN,Marshall County,112561
MN,Martin County,121071
MN,Meeker County,174066
MN,Mille Lacs County,163079
MN,Morrison County,171373
MN,Mower County,123548
MN,Murray County,116008
MN,Nicollet County,191807
MN,Nobles County,127426
MN,Norman County,95327
MN,Olmsted County,241641
MN,Otter Tail County,184083
MN,Pennington County,143583
MN,Pine County,163295
MN,Pipestone County,98235
MN,Polk County,152758
MN,Pope County,176220
MN,Ramsey County,252295
MN,Red Lake County,115577
MN,Redwood County,104914
MN,Renville County,107822
MN,Rice County,221137
MN,Rock County,143906
MN,Roseau County,127641
MN,St. Louis County,167581
MN,Scott County,320090
MN,Sherburne County,267469
MN,Sibley County,153816
MN,Stearns County,191803
MN,Steele County,166203
MN,Stevens County,162433
MN,Swift County,109976
MN,Todd County,151877
MN,Traverse County,85956
MN,Wabasha County,179754
MN,Wadena County,128072
MN,Waseca County,159201
MN,Washington County,315068
MN,Watonwan County,101790
MN,Wilkin County,123225
MN,Winona County,170619
MN,Wright County,249893
MN,Yellow Medicine County,106745
MS,Adams County,93825
MS,Alcorn County,88968
MS,Amite County,80082
MS,Attala County,75122
MS,Benton County,72642
MS,Bolivar County,92068
MS,Calhoun County,68818
MS,Carroll County,93928
MS,Chickasaw County,65925
MS,Choctaw County,79772
MS,Claiborne County,63032
MS,Clarke County,74398
MS,Clay County,83905
MS,Coahoma County,64479
MS,Copiah County,95925
MS,Covington County,80185
MS,DeSoto County,185279
MS,Forrest County,137041
MS,Franklin County,77188
MS,Greene County,83388
MS,Grenada County,96305
MS,Hancock County,141809
MS,Harrison County,165728
MS,Hinds County,128957
MS,Holmes County,52285
MS,Humphreys County,66339
MS,Issaquena County,51872
MS,Itawamba County,89898
MS,Jasper County,69542
MS,Jefferson County,59002
MS,Jefferson Davis County,83285
MS,Jones County,89691
MS,Kemper County,73262
MS,Lafayette County,183206
MS,Lamar County,176658
MS,Lauderdale County,101264
MS,Lawrence County,92068
MS,Leake County,83491
MS,Lee County,136707
MS,Leflore County,78635
MS,Lincoln County,97958
MS,Lowndes County,127510
MS,Madison County,235722
MS,Marion County,81115
MS,Marshall County,101817
MS,Monroe County,90001
MS,Montgomery County,80495
MS,Neshoba County,83078
MS,Newton County,82975
MS,Noxubee County,59312
MS,Oktibbeha County,151277
MS,Panola County,76258
MS,Pearl River County,126994
MS,Perry County,84775
MS,Pike County,90415
MS,Pontotoc County,105501
MS,Prentiss County,93515
MS,Quitman County,53112
MS,Rankin County,163625
MS,Scott County,73882
MS,Sharkey County,52802
MS,Simpson County,88766
MS,Smith County,82355
MS,Stone County,121627
MS,Sunflower County,73985
MS,Tallahatchie County,65512
MS,Tate County,115962
MS,Tippah County,88865
MS,Tishomingo County,85455
MS,Tunica County,103653
MS,Union County,95581
MS,Walthall County,105294
MS,Warren County,118417
MS,Washington County,76878
MS,Wayne County,82768
MS,Webster County,79978
MS,Wilkinson County,62412
MS,Winston County,80185
MS,Yalobusha County,77705
MS,Yazoo County,81322
MO,Adair County,123689
MO,Andrew County,152607
MO,Atchison County,86172
MO,Audrain County,100674
MO,Barry County,118329
MO,Barton County,102461
MO,Bates County,119032
MO,Benton County,120431
MO,Bollinger County,104376
MO,Boone County,189193
MO,Buchanan County,132245
MO,Butler County,109922
MO,Caldwell County,113866
MO,Callaway County,138639
MO,Camden County,185270
MO,Cape Girardeau County,170163
MO,Carroll County,85962
MO,Carter County,95000
MO,Cass County,189154
MO,Cedar County,97417
MO,Chariton County,85437
MO,Christian County,171735
MO,Clark County,89325
MO,Clay County,193551
MO,Clinton County,156071
MO,Cole County,170133
MO,Cooper County,135458
MO,Crawford County,123255
MO,Dade County,79552
MO,Dallas County,113995
MO,Daviess County,106244
MO,DeKalb County,124860
MO,Dent County,112759
MO,Douglas County,106874
MO,Dunklin County,73036
MO,Franklin County,176018
MO,Gasconade County,129258
MO,Gentry County,89955
MO,Greene County,157088
MO,Grundy County,89430
MO,Harrison County,76504
MO,Henry County,96891
MO,Hickory County,94789
MO,Holt County,98467
MO,Howard County,120963
MO,Howell County,107400
MO,Iron County,87328
MO,Jackson County,156401
MO,Jasper County,119428
MO,Jefferson County,172515
MO,Johnson County,154479
MO,Knox County,76084
MO,Laclede County,118434
MO,Lafayette County,134749
MO,Lawrence County,102986
MO,Lewis County,89850
MO,Lincoln County,163597
MO,Linn County,84491
MO,Livingston County,111393
MO,McDonald County,104065
MO,Macon County,93528
MO,Madison County,104878
MO,Maries County,129048
MO,Marion County,119275
MO,Mercer County,86698
MO,Miller County,132936
MO,Mississippi County,77135
MO,Moniteau County,123885
MO,Monroe County,108346
MO,Montgomery County,110658
MO,Morgan County,121482
MO,New Madrid County,78291
MO,Newton County,123937
MO,Nodaway County,123794
MO,Oregon County,91637
MO,Osage County,147009
MO,Ozark County,96471
MO,Pemiscot County,77029
MO,Perry County,138611
MO,Pettis County,117068
MO,Phelps County,132516
MO,Pike County,111919
MO,Platte County,240702
MO,Polk County,130128
MO,Pulaski County,148910
MO,Putnam County,88799
MO,Ralls County,132411
MO,Randolph County,98573
MO,Ray County,142553
MO,Reynolds County,94894
MO,Ripley County,92267
MO,St. Charles County,233665
MO,St. Clair County,82494
MO,Ste. Genevieve County,156371
MO,St. Francois County,131045
MO,St. Louis County,209460
MO,Saline County,101620
MO,Schuyler County,76189
MO,Scotland County,86172
MO,Scott County,108556
MO,Shannon County,106559
MO,Shelby County,73877
MO,Stoddard County,95945
MO,Stone County,168771
MO,Sullivan County,81653
MO,Taney County,130729
MO,Texas County,111183
MO,Vernon County,102040
MO,Warren County,176337
MO,Washington County,95971
MO,Wayne County,76399
MO,Webster County,130022
MO,Worth County,63683
MO,Wright County,94054
MO,St. Louis city,150114
MT,Beaverhead County,211039
MT,Big Horn County,109574
MT,Blaine County,94014
MT,Broadwater County,213669
MT,Carbon County,232882
MT,Carter County,107273
MT,Cascade County,182397
MT,Chouteau County,134776
MT,Custer County,172031
MT,Daniels County,135324
MT,Dawson County,169072
MT,Deer Lodge County,127873
MT,Fallon County,168963
MT,Fergus County,146500
MT,Flathead County,296397
MT,Gallatin County,377592
MT,Garfield County,127434
MT,Glacier County,115053
MT,Golden Valley County,107711
MT,Granite County,239857
MT,Hill County,140255
MT,Jefferson County,289275
MT,Judith Basin County,151760
MT,Lake County,245555
MT,Lewis and Clark County,267579
MT,Liberty County,118340
MT,Lincoln County,192302
MT,McCone County,122613
MT,Madison County,276345
MT,Meagher County,149349
MT,Mineral County,175099
MT,Missoula County,317097
MT,Musselshell County,176852
MT,Park County,258156
MT,Petroleum County,122723
MT,Phillips County,129078
MT,Pondera County,133790
MT,Powder River County,121517
MT,Powell County,154499
MT,Prairie County,110341
MT,Ravalli County,270209
MT,Richland County,233392
MT,Roosevelt County,127544
MT,Rosebud County,129955
MT,Sanders County,224626
MT,Sheridan County,160526
MT,Silver Bow County,146610
MT,Stillwater County,246760
MT,Sweet Grass County,247527
MT,Teton County,171593
MT,Toole County,137186
MT,Treasure County,115600
MT,Valley County,148582
MT,Wheatland County,97849
MT,Wibaux County,120641
MT,Yellowstone County,230936
NE,Adams County,122156
NE,Antelope County,83168
NE,Arthur County,107536
NE,Banner County,145358
NE,Blaine County,91008
NE,Boone County,111879
NE,Box Butte County,111668
NE,Boyd County,67594
NE,Brown County,84969
NE,Buffalo County,170786
NE,Burt County,97047
NE,Butler County,118130
NE,Cass County,180475
NE,Cedar County,120355
NE,Chase County,116435
NE,Cherry County,126924
NE,Cheyenne County,120885
NE,Clay County,90054
NE,Colfax County,99907
NE,Cuming County,119931
NE,Custer County,98318
NE,Dakota County,125144
NE,Dawes County,113892
NE,Dawson County,107006
NE,Deuel County,80837
NE,Dixon County,94180
NE,Dodge County,126712
NE,Douglas County,181995
NE,Dundy County,78294
NE,Fillmore County,80625
NE,Franklin County,65687
NE,Frontier County,104039
NE,Furnas County,69183
NE,Gage County,115270
NE,Garden County,86664
NE,Garfield County,101815
NE,Gosper County,123216
NE,Grant County,58588
NE,Greeley County,73527
NE,Hall County,144617
NE,Hamilton County,144299
NE,Harlan County,88147
NE,Hayes County,82108
NE,Hitchcock County,61873
NE,Holt County,109019
NE,Hooker County,90902
NE,Howard County,126712
NE,Jefferson County,79990
NE,Johnson County,87088
NE,Kearney County,136247
NE,Keith County,114846
NE,Keya Paha County,76281
NE,Kimball County,88147
NE,Knox County,90160
NE,Lancaster County,195190
NE,Lincoln County,138578
NE,Logan County,117495
NE,Loup County,168561
NE,McPherson County,145676
NE,Madison County,133598
NE,Merrick County,96305
NE,Morrill County,92597
NE,Nance County,85181
NE,Nemaha County,121415
NE,Nuckolls County,66005
NE,Otoe County,138472
NE,Pawnee County,75328
NE,Perkins County,111879
NE,Phelps County,127136
NE,Pierce County,108701
NE,Platte County,144723
NE,Polk County,106158
NE,Red Willow County,96941
NE,Richardson County,73421
NE,Rock County,88677
NE,Saline County,100649
NE,Sarpy County,212509
NE,Saunders County,173091
NE,Scotts Bluff County,123534
NE,Seward County,173756
NE,Sheridan County,75116
NE,Sherman County,90478
NE,Sioux County,109337
NE,Stanton County,118554
NE,Thayer County,71514
NE,Thomas County,87194
NE,Thurston County,83804
NE,Valley County,98212
NE,Washington County,198066
NE,Wayne County,140909
NE,Webster County,80095
NE,Wheeler County,110502
NE,York County,136035
NV,Churchill County,192251
NV,Clark County,300249
NV,Douglas County,354032
NV,Elko County,225221
NV,Esmeralda County,83563
NV,Eureka County,94477
NV,Humboldt County,185884
NV,Lander County,172696
NV,Lincoln County,151095
NV,Lyon County,179631
NV,Mineral County,103345
NV,Nye County,142227
NV,Pershing County,114941
NV,Storey County,214644
NV,Washoe County,379957
NV,White Pine County,148480
NV,Carson City,252856
NH,Belknap County,236147
NH,Carroll County,243862
NH,Cheshire County,214611
NH,Coos County,132002
NH,Grafton County,232826
NH,Hillsborough County,301976
NH,Merrimack County,248040
NH,Rockingham County,352626
NH,Strafford County,264981
NH,Sullivan County,183325
NJ,Atlantic County,221890
NJ,Bergen County,498038
NJ,Burlington County,264665
NJ,Camden County,214310
NJ,Cape May County,302192
NJ,Cumberland County,161596
NJ,Essex County,401777
NJ,Gloucester County,240516
NJ,Hudson County,400082
NJ,Hunterdon County,429098
NJ,Mercer County,303427
NJ,Middlesex County,360794
NJ,Monmouth County,446571
NJ,Morris County,489672
NJ,Ocean County,296091
NJ,Passaic County,353805
NJ,Salem County,208787
NJ,Somerset County,449960
NJ,Sussex County,284336
NJ,Union County,391081
NJ,Warren County,290944
NM,Bernalillo County,206291
NM,Catron County,168761
NM,Chaves County,123136
NM,Cibola County,92070
NM,Colfax County,108577
NM,Curry County,134517
NM,De Baca County,69412
NM,Doña Ana County,151870
NM,Eddy County,146718
NM,Grant County,128468
NM,Guadalupe County,83150
NM,Harding County,69514
NM,Hidalgo County,83253
NM,Lea County,152254
NM,Lincoln County,176246
NM,Los Alamos County,292513
NM,Luna County,85919
NM,McKinley County,74128
NM,Mora County,111858
NM,Otero County,120983
NM,Quay County,74025
NM,Rio Arriba County,171325
NM,Roosevelt County,117190
NM,Sandoval County,207125
NM,San Juan County,150763
NM,San Miguel County,136260
NM,Santa Fe County,318544
NM,Sierra County,102118
NM,Socorro County,105604
NM,Taos County,223922
NM,Torrance County,116377
NM,Union County,91763
NM,Valencia County,136590
NY,Albany County,236877
NY,Allegany County,78265
NY,Bronx County,423909
NY,Broome County,119138
NY,Cattaraugus County,94281
NY,Cayuga County,129089
NY,Chautauqua County,93427
NY,Chemung County,124406
NY,Chenango County,102396
NY,Clinton County,146173
NY,Columbia County,239813
NY,Cortland County,121615
NY,Delaware County,147347
NY,Erie County,167643
NY,Essex County,156850
NY,Franklin County,109122
NY,Fulton County,114888
NY,Genesee County,119479
NY,Greene County,188028
NY,Hamilton County,175108
NY,Herkimer County,103617
NY,Jefferson County,158345
NY,Kings County,743191
NY,Lewis County,129943
NY,Livingston County,146002
NY,Madison County,154024
NY,Monroe County,159383
NY,Montgomery County,106667
NY,Nassau County,518794
NY,New York County,1033669
NY,Niagara County,136586
NY,Oneida County,134118
NY,Onondaga County,154975
NY,Ontario County,179238
NY,Orleans County,101004
NY,Oswego County,109127
NY,Otsego County,151511
NY,Putnam County,380915
NY,Queens County,577991
NY,Rensselaer County,204528
NY,Richmond County,530866
NY,Rockland County,464998
NY,St. Lawrence County,100687
NY,Saratoga County,269852
NY,Schenectady County,171553
NY,Schoharie County,149535
NY,Schuyler County,122469
NY,Seneca County,105065
NY,Steuben County,104104
NY,Suffolk County,417873
NY,Sullivan County,189523
NY,Tioga County,117886
NY,Tompkins County,206347
NY,Ulster County,249371
NY,Warren County,201549
NY,Washington County,150384
NY,Wayne County,134887
NY,Westchester County,580109
NY,Wyoming County,115849
NY,Yates County,137631
NC,Alamance County,163649
NC,Alexander County,143639
NC,Alleghany County,145534
NC,Anson County,92065
NC,Ashe County,160837
NC,Avery County,148531
NC,Beaufort County,132265
NC,Bertie County,84431
NC,Bladen County,95775
NC,Brunswick County,233052
NC,Buncombe County,264986
NC,Burke County,136337
NC,Cabarrus County,228787
NC,Caldwell County,130561
NC,Camden County,238099
NC,Carteret County,218837
NC,Caswell County,112040
NC,Catawba County,156063
NC,Chatham County,305573
NC,Cherokee County,155701
NC,Chowan County,137295
NC,Clay County,165438
NC,Cleveland County,120387
NC,Columbus County,91173
NC,Craven County,170789
NC,Cumberland County,137345
NC,Currituck County,253614
NC,Dare County,304980
NC,Davidson County,149815
NC,Davie County,185124
NC,Duplin County,95025
NC,Durham County,250275
NC,Edgecombe County,88814
NC,Forsyth County,170423
NC,Franklin County,170876
NC,Gaston County,155531
NC,Gates County,152490
NC,Graham County,133549
NC,Granville County,156343
NC,Greene County,90370
NC,Guilford County,177609
NC,Halifax County,92564
NC,Harnett County,161265
NC,Haywood County,194132
NC,Henderson County,233311
NC,Hertford County,92885
NC,Hoke County,138553
NC,Hyde County,86679
NC,Iredell County,203488
NC,Jackson County,189623
NC,Johnston County,172173
NC,Jones County,99199
NC,Lee County,148103
NC,Lenoir County,100055
NC,Lincoln County,185010
NC,McDowell County,118140
NC,Macon County,173357
NC,Madison County,190048
NC,Martin County,88926
NC,Mecklenburg County,257495
NC,Mitchell County,150457
NC,Montgomery County,113324
NC,Moore County,250191
NC,Nash County,139247
NC,New Hanover County,263828
NC,Northampton County,87642
NC,Onslow County,160548
NC,Orange County,308107
NC,Pamlico County,161158
NC,Pasquotank County,170040
NC,Pender County,181831
NC,Perquimans County,177103
NC,Person County,130535
NC,Pitt County,159017
NC,Polk County,219907
NC,Randolph County,134637
NC,Richmond County,85609
NC,Robeson County,82505
NC,Rockingham County,128267
NC,Rowan County,142992
NC,Rutherford County,133228
NC,Sampson County,93848
NC,Scotland County,91173
NC,Stanly County,142324
NC,Stokes County,134923
NC,Surry County,134084
NC,Swain County,130874
NC,Transylvania County,216269
NC,Tyrrell County,121029
NC,Union County,255516
NC,Vance County,102195
NC,Wake County,298303
NC,Warren County,100483
NC,Washington County,92029
NC,Watauga County,257575
NC,Wayne County,130038
NC,Wilkes County,144892
NC,Wilson County,131944
NC,Yadkin County,138625
NC,Yancey County,149601
ND,Adams County,147510
ND,Barnes County,119311
ND,Benson County,70141
ND,Billings County,188637
ND,Bottineau County,143030
ND,Bowman County,152294
ND,Burke County,117377
ND,Burleigh County,269916
ND,Cass County,229846
ND,Cavalier County,97220
ND,Dickey County,112388
ND,Divide County,153516
ND,Dunn County,171840
ND,Eddy County,75536
ND,Emmons County,93861
ND,Foster County,127862
ND,Golden Valley County,122059
ND,Grand Forks County,205312
ND,Grant County,81237
ND,Griggs County,93453
ND,Hettinger County,110149
ND,Kidder County,106280
ND,LaMoure County,92741
ND,Logan County,80423
ND,McHenry County,118802
ND,McIntosh County,73602
ND,McKenzie County,217447
ND,McLean County,162169
ND,Mercer County,169193
ND,Morton County,190362
ND,Mountrail County,172858
ND,Nelson County,80117
ND,Oliver County,174894
ND,Pembina County,87040
ND,Pierce County,112388
ND,Ramsey County,132748
ND,Ransom County,122772
ND,Renville County,128167
ND,Richland County,118089
ND,Rolette County,75027
ND,Sargent County,98136
ND,Sheridan County,86429
ND,Sioux County,77674
ND,Slope County,90908
ND,Stark County,232310
ND,Steele County,73297
ND,Stutsman County,133257
ND,Towner County,74315
ND,Traill County,129491
ND,Walsh County,85207
ND,Ward County,210321
ND,Wells County,85716
ND,Williams County,243203
OH,Adams County,105189
OH,Allen County,128665
OH,Ashland County,130950
OH,Ashtabula County,121719
OH,Athens County,165727
OH,Auglaize County,153598
OH,Belmont County,120458
OH,Brown County,127936
OH,Butler County,181008
OH,Carroll County,125718
OH,Champaign County,135995
OH,Clark County,132014
OH,Clermont County,174213
OH,Clinton County,132775
OH,Columbiana County,109483
OH,Coshocton County,102506
OH,Crawford County,91880
OH,Cuyahoga County,141414
OH,Darke County,121504
OH,Defiance County,120968
OH,Delaware County,329070
OH,Fairfield County,204107
OH,Fayette County,116889
OH,Franklin County,189199
OH,Fulton County,143997
OH,Gallia County,110771
OH,Geauga County,278318
OH,Greene County,188255
OH,Guernsey County,110663
OH,Hamilton County,163533
OH,Hancock County,143294
OH,Hardin County,102399
OH,Harrison County,95100
OH,Henry County,124724
OH,Highland County,115708
OH,Hocking County,127086
OH,Holmes County,197284
OH,Huron County,127515
OH,Jackson County,100788
OH,Jefferson County,102791
OH,Knox County,149090
OH,Lake County,169332
OH,Lawrence County,102895
OH,Licking County,185691
OH,Logan County,136531
OH,Lorain County,154192
OH,Lucas County,124327
OH,Madison County,171770
OH,Mahoning County,109856
OH,Marion County,105404
OH,Medina County,213893
OH,Meigs County,93812
OH,Mercer County,148016
