COUNTY AVERAGE TEMPERATURE (F),STATE AVERAGE TEMPERATURE (F),COUNTY NAME,STATE
61.6,61.7,Kershaw County,SC
61.3,61.7,Lancaster County,SC
60.6,61.7,Laurens County,SC
61.8,61.7,Lee County,SC
62.1,61.7,Lexington County,SC
63.3,61.7,McCormick County,SC
61.8,61.7,Marion County,SC
61.4,61.7,Marlboro County,SC
61.5,61.7,Newberry County,SC
55.8,61.7,Oconee County,SC
64.2,61.7,Orangeburg County,SC
54.2,61.7,Pickens County,SC
61.8,61.7,Richland County,SC
61.4,61.7,Saluda County,SC
57.3,61.7,Spartanburg County,SC
62.7,61.7,Sumter County,SC
60,61.7,Union County,SC
63.3,61.7,Williamsburg County,SC
59.1,61.7,York County,SC
47.1,45.5,Aurora County,SD
45.6,45.5,Beadle County,SD
47.7,45.5,Bennett County,SD
48.6,45.5,Bon Homme County,SD
43.6,45.5,Brookings County,SD
43.1,45.5,Brown County,SD
46.9,45.5,Brule County,SD
45.6,45.5,Buffalo County,SD
45.1,45.5,Butte County,SD
44.4,45.5,Campbell County,SD
48.2,45.5,Charles Mix County,SD
43.6,45.5,Clark County,SD
47.1,45.5,Clay County,SD
43.6,45.5,Codington County,SD
44.3,45.5,Corson County,SD
43.2,45.5,Custer County,SD
47.4,45.5,Davison County,SD
43.8,45.5,Day County,SD
43.7,45.5,Deuel County,SD
44.9,45.5,Dewey County,SD
48.1,45.5,Douglas County,SD
43.6,45.5,Edmunds County,SD
47,45.5,Fall River County,SD
44,45.5,Faulk County,SD
43.4,45.5,Grant County,SD
47.8,45.5,Gregory County,SD
47.1,45.5,Haakon County,SD
43.5,45.5,Hamlin County,SD
45.3,45.5,Hand County,SD
46.7,45.5,Hanson County,SD
44.1,45.5,Harding County,SD
46.4,45.5,Hughes County,SD
47.8,45.5,Hutchinson County,SD
45.3,45.5,Hyde County,SD
48.1,45.5,Jackson County,SD
46.3,45.5,Jerauld County,SD
47.6,45.5,Jones County,SD
44.2,45.5,Kingsbury County,SD
44.9,45.5,Lake County,SD
46.8,45.5,Lawrence County,SD
46.3,45.5,Lincoln County,SD
47.4,45.5,Lyman County,SD
43.4,45.5,McCook County,SD
46,45.5,McPherson County,SD
42.6,45.5,Marshall County,SD
45.9,45.5,Meade County,SD
48.3,45.5,Mellette County,SD
45.5,45.5,Miner County,SD
45.6,45.5,Minnehaha County,SD
43.9,45.5,Moody County,SD
47,45.5,Oglala Lakota County,SD
44.4,45.5,Pennington County,SD
44.5,45.5,Perkins County,SD
43.6,45.5,Potter County,SD
46.2,45.5,Roberts County,SD
48.1,45.5,Sanborn County,SD
43.7,45.5,Spink County,SD
47.3,45.5,Stanley County,SD
45.8,45.5,Sully County,SD
47.8,45.5,Todd County,SD
47.9,45.5,Tripp County,SD
46.6,45.5,Turner County,SD
47.3,45.5,Union County,SD
44.3,45.5,Walworth County,SD
47.7,45.5,Yankton County,SD
45.5,45.5,Ziebach County,SD
55.5,58.1,Anderson County,TN
58.2,58.1,Bedford County,TN
58.8,58.1,Benton County,TN
57.9,58.1,Bledsoe County,TN
58.1,58.1,Blount County,TN
57.9,58.1,Bradley County,TN
55.5,58.1,Campbell County,TN
58.4,58.1,Cannon County,TN
58.6,58.1,Carroll County,TN
56.2,58.1,Carter County,TN
57.9,58.1,Cheatham County,TN
60,58.1,Chester County,TN
55.6,58.1,Claiborne County,TN
57.6,58.1,Clay County,TN
57.4,58.1,Cocke County,TN
58.3,58.1,Coffee County,TN
59.2,58.1,Crockett County,TN
56.6,58.1,Cumberland County,TN
58.2,58.1,Davidson County,TN
59.5,58.1,Decatur County,TN
58.4,58.1,DeKalb County,TN
57.9,58.1,Dickson County,TN
58.9,58.1,Dyer County,TN
60.5,58.1,Fayette County,TN
56.3,58.1,Fentress County,TN
58.9,58.1,Franklin County,TN
58.4,58.1,Gibson County,TN
58.5,58.1,Giles County,TN
56.1,58.1,Grainger County,TN
56.5,58.1,Greene County,TN
57.8,58.1,Grundy County,TN
56,58.1,Hamblen County,TN
57.3,58.1,Hamilton County,TN
55.6,58.1,Hancock County,TN
60.3,58.1,Hardeman County,TN
60,58.1,Hardin County,TN
55.8,58.1,Hawkins County,TN
60,58.1,Haywood County,TN
59.4,58.1,Henderson County,TN
58.6,58.1,Henry County,TN
58.1,58.1,Hickman County,TN
58.4,58.1,Houston County,TN
58.6,58.1,Humphreys County,TN
58,58.1,Jackson County,TN
56.3,58.1,Jefferson County,TN
54.6,58.1,Johnson County,TN
55.6,58.1,Knox County,TN
58.8,58.1,Lake County,TN
59.8,58.1,Lauderdale County,TN
58.4,58.1,Lawrence County,TN
58.3,58.1,Lewis County,TN
58.8,58.1,Lincoln County,TN
57.6,58.1,Loudon County,TN
58.1,58.1,McMinn County,TN
60.1,58.1,McNairy County,TN
57.5,58.1,Macon County,TN
58.2,58.1,Madison County,TN
58.3,58.1,Marion County,TN
57.8,58.1,Marshall County,TN
59.9,58.1,Maury County,TN
57.6,58.1,Meigs County,TN
58.3,58.1,Monroe County,TN
57.9,58.1,Montgomery County,TN
58.7,58.1,Moore County,TN
55,58.1,Morgan County,TN
58.2,58.1,Obion County,TN
57.1,58.1,Overton County,TN
59,58.1,Perry County,TN
56.7,58.1,Pickett County,TN
58.1,58.1,Polk County,TN
57.4,58.1,Putnam County,TN
57,58.1,Rhea County,TN
56.7,58.1,Roane County,TN
57.5,58.1,Robertson County,TN
58.4,58.1,Rutherford County,TN
55.4,58.1,Scott County,TN
57.4,58.1,Sequatchie County,TN
57.9,58.1,Sevier County,TN
61,58.1,Shelby County,TN
58.3,58.1,Smith County,TN
58.1,58.1,Stewart County,TN
56.3,58.1,Sullivan County,TN
57.5,58.1,Sumner County,TN
60.4,58.1,Tipton County,TN
58.3,58.1,Trousdale County,TN
56.5,58.1,Unicoi County,TN
55.8,58.1,Union County,TN
57.3,58.1,Van Buren County,TN
58.4,58.1,Warren County,TN
56.5,58.1,Washington County,TN
59.1,58.1,Wayne County,TN
58.2,58.1,Weakley County,TN
56.9,58.1,White County,TN
58,58.1,Williamson County,TN
58.6,58.1,Wilson County,TN
66.1,66,Anderson County,TX
62.1,66,Andrews County,TX
66.3,66,Angelina County,TX
71.2,66,Aransas County,TX
63.6,66,Archer County,TX
57.1,66,Armstrong County,TX
69.9,66,Atascosa County,TX
68.5,66,Austin County,TX
57.5,66,Bailey County,TX
65.6,66,Bandera County,TX
68,66,Bastrop County,TX
63.2,66,Baylor County,TX
71,66,Bee County,TX
66,66,Bell County,TX
68.7,66,Bexar County,TX
65.7,66,Blanco County,TX
62.5,66,Borden County,TX
64.8,66,Bosque County,TX
64.1,66,Bowie County,TX
69.5,66,Brazoria County,TX
67.8,66,Brazos County,TX
64.4,66,Brewster County,TX
58.3,66,Briscoe County,TX
72.5,66,Brooks County,TX
64.7,66,Brown County,TX
67.8,66,Burleson County,TX
65.7,66,Burnet County,TX
68,66,Caldwell County,TX
71,66,Calhoun County,TX
64.7,66,Callahan County,TX
73.9,66,Cameron County,TX
63.8,66,Camp County,TX
57.3,66,Carson County,TX
64.1,66,Cass County,TX
56.9,66,Castro County,TX
69.2,66,Chambers County,TX
65.8,66,Cherokee County,TX
61.7,66,Childress County,TX
63.2,66,Clay County,TX
58.2,66,Cochran County,TX
63.6,66,Coke County,TX
64.8,66,Coleman County,TX
64,66,Collin County,TX
59,66,Collingsworth County,TX
68.9,66,Colorado County,TX
66.7,66,Comal County,TX
63.7,66,Comanche County,TX
65.1,66,Concho County,TX
63.1,66,Cooke County,TX
65,66,Coryell County,TX
61.9,66,Cottle County,TX
65.2,66,Crane County,TX
65.4,66,Crockett County,TX
60.2,66,Crosby County,TX
61.2,66,Culberson County,TX
54.8,66,Dallam County,TX
65.8,66,Dallas County,TX
60.7,66,Dawson County,TX
69.1,66,Deaf Smith County,TX
56.7,66,Delta County,TX
63.3,66,Denton County,TX
63.6,66,DeWitt County,TX
61.2,66,Dickens County,TX
71.5,66,Dimmit County,TX
57.7,66,Donley County,TX
72.4,66,Duval County,TX
64.3,66,Eastland County,TX
64.5,66,Ector County,TX
65.5,66,Edwards County,TX
63.6,66,Ellis County,TX
65.7,66,El Paso County,TX
64.2,66,Erath County,TX
66.2,66,Falls County,TX
63.2,66,Fannin County,TX
68.2,66,Fayette County,TX
63.2,66,Fisher County,TX
58.2,66,Floyd County,TX
62.1,66,Foard County,TX
69.5,66,Fort Bend County,TX
63.7,66,Franklin County,TX
66,66,Freestone County,TX
69.5,66,Frio County,TX
61.3,66,Gaines County,TX
69.3,66,Galveston County,TX
61.4,66,Garza County,TX
65,66,Gillespie County,TX
63.3,66,Glasscock County,TX
70.4,66,Goliad County,TX
68.6,66,Gonzales County,TX
57.5,66,Gray County,TX
63.1,66,Grayson County,TX
64.7,66,Gregg County,TX
67.9,66,Grimes County,TX
68.3,66,Guadalupe County,TX
57.1,66,Hale County,TX
61.6,66,Hall County,TX
64.3,66,Hamilton County,TX
56.2,66,Hansford County,TX
61.9,66,Hardeman County,TX
67.8,66,Hardin County,TX
69,66,Harris County,TX
64.9,66,Harrison County,TX
55.1,66,Hartley County,TX
63.2,66,Haskell County,TX
66.3,66,Hays County,TX
56.5,66,Hemphill County,TX
64.6,66,Henderson County,TX
74.6,66,Hidalgo County,TX
65.5,66,Hill County,TX
58.7,66,Hockley County,TX
64.4,66,Hood County,TX
63.5,66,Hopkins County,TX
66,66,Houston County,TX
63.8,66,Howard County,TX
61.4,66,Hudspeth County,TX
63.7,66,Hunt County,TX
57.2,66,Hutchinson County,TX
63.5,66,Irion County,TX
63.8,66,Jack County,TX
69.6,66,Jackson County,TX
66.7,66,Jasper County,TX
62.1,66,Jeff Davis County,TX
68.6,66,Jefferson County,TX
72.8,66,Jim Hogg County,TX
72.3,66,Jim Wells County,TX
65.7,66,Johnson County,TX
63.7,66,Jones County,TX
69.6,66,Karnes County,TX
65.4,66,Kaufman County,TX
65.7,66,Kendall County,TX
72.5,66,Kenedy County,TX
61.7,66,Kent County,TX
64.6,66,Kerr County,TX
64.7,66,Kimble County,TX
61.9,66,King County,TX
68.7,66,Kinney County,TX
72.5,66,Kleberg County,TX
62.8,66,Knox County,TX
71.1,66,Lamar County,TX
62.9,66,Lamb County,TX
56.9,66,Lampasas County,TX
65.1,66,La Salle County,TX
69,66,Lavaca County,TX
67.6,66,Lee County,TX
66.5,66,Leon County,TX
67.6,66,Liberty County,TX
66.4,66,Limestone County,TX
56.3,66,Lipscomb County,TX
71.1,66,Live Oak County,TX
65.6,66,Llano County,TX
63.3,66,Loving County,TX
58.7,66,Lubbock County,TX
60.2,66,Lynn County,TX
66.8,66,McCulloch County,TX
64.4,66,McLennan County,TX
62.9,66,McMullen County,TX
64.8,66,Madison County,TX
70.3,66,Marion County,TX
69.4,66,Martin County,TX
65,66,Mason County,TX
66.2,66,Matagorda County,TX
71,66,Maverick County,TX
68.5,66,Medina County,TX
64.8,66,Menard County,TX
64.6,66,Midland County,TX
66.5,66,Milam County,TX
65.1,66,Mills County,TX
63.3,66,Mitchell County,TX
63.2,66,Montague County,TX
67.7,66,Montgomery County,TX
56.1,66,Moore County,TX
63.6,66,Morris County,TX
60.6,66,Motley County,TX
65.9,66,Nacogdoches County,TX
65.4,66,Navarro County,TX
66.2,66,Newton County,TX
63.6,66,Nolan County,TX
71.9,66,Nueces County,TX
56.3,66,Ochiltree County,TX
56,66,Oldham County,TX
67.8,66,Orange County,TX
64.4,66,Palo Pinto County,TX
64.9,66,Panola County,TX
64.5,66,Parker County,TX
56.8,66,Parmer County,TX
65.8,66,Pecos County,TX
66.5,66,Polk County,TX
56.7,66,Potter County,TX
64.4,66,Presidio County,TX
64.1,66,Rains County,TX
56.9,66,Randall County,TX
63.6,66,Reagan County,TX
65.4,66,Real County,TX
63.1,66,Red River County,TX
63.7,66,Reeves County,TX
71,66,Refugio County,TX
57.5,66,Roberts County,TX
66.8,66,Robertson County,TX
64.8,66,Rockwall County,TX
64.5,66,Runnels County,TX
65,66,Rusk County,TX
65.6,66,Sabine County,TX
66,66,San Augustine County,TX
67.3,66,San Jacinto County,TX
71.1,66,San Patricio County,TX
65.3,66,San Saba County,TX
64.7,66,Schleicher County,TX
62.8,66,Scurry County,TX
64.2,66,Shackelford County,TX
65.6,66,Shelby County,TX
55.5,66,Sherman County,TX
64.8,66,Smith County,TX
64.4,66,Somervell County,TX
74.5,66,Starr County,TX
63.9,66,Stephens County,TX
63.4,66,Sterling County,TX
62.3,66,Stonewall County,TX
64.8,66,Sutton County,TX
57.6,66,Swisher County,TX
65.4,66,Tarrant County,TX
64.3,66,Taylor County,TX
66.2,66,Terrell County,TX
59.3,66,Terry County,TX
63.6,66,Throckmorton County,TX
63.7,66,Titus County,TX
64.2,66,Tom Green County,TX
67.5,66,Travis County,TX
66,66,Trinity County,TX
66.4,66,Tyler County,TX
64.2,66,Upshur County,TX
65.3,66,Upton County,TX
67.6,66,Uvalde County,TX
67.3,66,Val Verde County,TX
64.4,66,Van Zandt County,TX
70.2,66,Victoria County,TX
66.9,66,Walker County,TX
68.3,66,Waller County,TX
65.1,66,Ward County,TX
68.1,66,Washington County,TX
71.8,66,Webb County,TX
69.3,66,Wharton County,TX
58.4,66,Wheeler County,TX
61.8,66,Wichita County,TX
62.1,66,Wilbarger County,TX
73.9,66,Willacy County,TX
66.7,66,Williamson County,TX
69.1,66,Wilson County,TX
63.7,66,Winkler County,TX
63.5,66,Wise County,TX
63.9,66,Wood County,TX
58.8,66,Yoakum County,TX
63.8,66,Young County,TX
73.4,66,Zapata County,TX
69.8,66,Zavala County,TX
50.6,49.6,Beaver County,UT
46.5,49.6,Box Elder County,UT
47,49.6,Cache County,UT
44.7,49.6,Carbon County,UT
45.1,49.6,Daggett County,UT
50.5,49.6,Davis County,UT
43.9,49.6,Duchesne County,UT
47.3,49.6,Emery County,UT
49.3,49.6,Garfield County,UT
52.8,49.6,Grand County,UT
50,49.6,Iron County,UT
50,49.6,Juab County,UT
50.2,49.6,Kane County,UT
50.6,49.6,Millard County,UT
48.4,49.6,Morgan County,UT
48.6,49.6,Piute County,UT
44,49.6,Rich County,UT
52,49.6,Salt Lake County,UT
53.6,49.6,San Juan County,UT
49.2,49.6,Sanpete County,UT
49.7,49.6,Sevier County,UT
44.7,49.6,Summit County,UT
50.6,49.6,Tooele County,UT
46.9,49.6,Uintah County,UT
52.2,49.6,Utah County,UT
43.5,49.6,Wasatch County,UT
53.6,49.6,Washington County,UT
47.4,49.6,Wayne County,UT
50.3,49.6,Weber County,UT
45.2,43.7,Addison County,VT
46,43.7,Bennington County,VT
41.9,43.7,Caledonia County,VT
45.2,43.7,Chittenden County,VT
40.6,43.7,Essex County,VT
44.4,43.7,Franklin County,VT
45,43.7,Grand Isle County,VT
42.1,43.7,Lamoille County,VT
42.6,43.7,Orange County,VT
42.3,43.7,Orleans County,VT
45.8,43.7,Rutland County,VT
42.4,43.7,Washington County,VT
44.7,43.7,Windham County,VT
44.5,43.7,Windsor County,VT
57.9,55.5,Accomack County,VA
54.8,55.5,Albemarle County,VA
55.4,55.5,Alexandria city,VA
49.6,55.5,Alleghany County,VA
56.5,55.5,Amelia County,VA
55.8,55.5,Amherst County,VA
56,55.5,Appomattox County,VA
54.7,55.5,Arlington County,VA
50.4,55.5,Augusta County,VA
48.5,55.5,Bath County,VA
56.3,55.5,Bedford County,VA
51.7,55.5,Bland County,VA
53.6,55.5,Botetourt County,VA
55.6,55.5,Bristol city,VA
57.1,55.5,Brunswick County,VA
55.9,55.5,Buchanan County,VA
56.3,55.5,Buckingham County,VA
54.5,55.5,Buena Vista city,VA
56.1,55.5,Campbell County,VA
56,55.5,Caroline County,VA
52.2,55.5,Carroll County,VA
58.4,55.5,Charles City County,VA
56.1,55.5,Charlotte County,VA
54.9,55.5,Charlottesville city,VA
59.7,55.5,Chesapeake city,VA
57.6,55.5,Chesterfield County,VA
52.9,55.5,Clarke County,VA
58,55.5,Colonial Heights city,VA
50.5,55.5,Covington city,VA
51.8,55.5,Craig County,VA
54.1,55.5,Culpeper County,VA
56.3,55.5,Cumberland County,VA
56.9,55.5,Danville city,VA
55.1,55.5,Dickenson County,VA
57.4,55.5,Dinwiddie County,VA
57.2,55.5,Essex County,VA
54.4,55.5,Fairfax city,VA
54.8,55.5,Fairfax County,VA
54.2,55.5,Falls Church city,VA
54.2,55.5,Fauquier County,VA
52.4,55.5,Floyd County,VA
55.7,55.5,Fluvanna County,VA
58.7,55.5,Franklin city,VA
53.3,55.5,Franklin County,VA
52.6,55.5,Frederick County,VA
55.7,55.5,Fredericksburg city,VA
52,55.5,Galax city,VA
52,55.5,Giles County,VA
58.6,55.5,Gloucester County,VA
56,55.5,Goochland County,VA
52.4,55.5,Grayson County,VA
53.1,55.5,Greene County,VA
58.5,55.5,Greensville County,VA
56.2,55.5,Halifax County,VA
59.2,55.5,Hampton city,VA
56.6,55.5,Hanover County,VA
52.2,55.5,Harrisonburg city,VA
57.7,55.5,Henrico County,VA
56.1,55.5,Henry County,VA
47,55.5,Highland County,VA
58.1,55.5,Hopewell city,VA
59.2,55.5,Isle of Wight County,VA
58.9,55.5,James City County,VA
58.3,55.5,King and Queen County,VA
56.1,55.5,King George County,VA
57.1,55.5,King William County,VA
58.6,55.5,Lancaster County,VA
55.3,55.5,Lee County,VA
51.4,55.5,Lexington city,VA
53.4,55.5,Loudoun County,VA
55.7,55.5,Louisa County,VA
56.5,55.5,Lunenburg County,VA
56.1,55.5,Lynchburg city,VA
53.8,55.5,Madison County,VA
54.4,55.5,Manassas city,VA
54.3,55.5,Manassas Park city,VA
55.5,55.5,Martinsville city,VA
58.7,55.5,Mathews County,VA
57.4,55.5,Mecklenburg County,VA
58.6,55.5,Middlesex County,VA
52.4,55.5,Montgomery County,VA
55.9,55.5,Nelson County,VA
58.3,55.5,New Kent County,VA
59,55.5,Newport News city,VA
59.2,55.5,Norfolk city,VA
58.5,55.5,Northampton County,VA
58,55.5,Northumberland County,VA
54.6,55.5,Norton city,VA
56.5,55.5,Nottoway County,VA
54.8,55.5,Orange County,VA
53.6,55.5,Page County,VA
54.2,55.5,Patrick County,VA
58,55.5,Petersburg city,VA
56,55.5,Pittsylvania County,VA
58.8,55.5,Poquoson city,VA
59.4,55.5,Portsmouth city,VA
56.3,55.5,Powhatan County,VA
56.4,55.5,Prince Edward County,VA
58.2,55.5,Prince George County,VA
54.5,55.5,Prince William County,VA
52.8,55.5,Pulaski County,VA
52.7,55.5,Radford city,VA
53.9,55.5,Rappahannock County,VA
57.8,55.5,Richmond city,VA
57.4,55.5,Richmond County,VA
52.7,55.5,Roanoke city,VA
52.2,55.5,Roanoke County,VA
51.4,55.5,Rockbridge County,VA
52.2,55.5,Rockingham County,VA
54.6,55.5,Russell County,VA
51.8,55.5,Salem city,VA
55.1,55.5,Scott County,VA
52.7,55.5,Shenandoah County,VA
52.5,55.5,Smyth County,VA
58.7,55.5,Southampton County,VA
55.9,55.5,Spotsylvania County,VA
54.9,55.5,Stafford County,VA
50.5,55.5,Staunton city,VA
59.2,55.5,Suffolk city,VA
58.8,55.5,Surry County,VA
58.5,55.5,Sussex County,VA
53,55.5,Tazewell County,VA
59.3,55.5,Virginia Beach city,VA
52.8,55.5,Warren County,VA
53.9,55.5,Washington County,VA
51.4,55.5,Waynesboro city,VA
56.8,55.5,Westmoreland County,VA
58.8,55.5,Williamsburg city,VA
52.8,55.5,Winchester city,VA
54.5,55.5,Wise County,VA
51.9,55.5,Wythe County,VA
58.8,55.5,York County,VA
48,50.5,Adams County,WA
49.6,50.5,Asotin County,WA
53.2,50.5,Benton County,WA
46.2,50.5,Chelan County,WA
49.6,50.5,Clallam County,WA
53.1,50.5,Clark County,WA
51.6,50.5,Columbia County,WA
52,50.5,Cowlitz County,WA
49.2,50.5,Douglas County,WA
47.4,50.5,Ferry County,WA
52.1,50.5,Franklin County,WA
49.7,50.5,Garfield County,WA
50.2,50.5,Grant County,WA
50.5,50.5,Grays Harbor County,WA
51.1,50.5,Island County,WA
49.6,50.5,Jefferson County,WA
51.8,50.5,King County,WA
51.9,50.5,Kitsap County,WA
48,50.5,Kittitas County,WA
47,50.5,Klickitat County,WA
51.4,50.5,Lewis County,WA
47.4,50.5,Lincoln County,WA
51,50.5,Mason County,WA
47.9,50.5,Okanogan County,WA
50.8,50.5,Pacific County,WA
46.6,50.5,Pend Oreille County,WA
52,50.5,Pierce County,WA
50.4,50.5,San Juan County,WA
51,50.5,Skagit County,WA
51.1,50.5,Skamania County,WA
50.6,50.5,Snohomish County,WA
46.8,50.5,Spokane County,WA
46.6,50.5,Stevens County,WA
51.5,50.5,Thurston County,WA
50.8,50.5,Wahkiakum County,WA
52.4,50.5,Walla Walla County,WA
50.7,50.5,Whatcom County,WA
48.2,50.5,Whitman County,WA
49.9,50.5,Yakima County,WA
51.9,53.1,Barbour County,WV
52.9,53.1,Berkeley County,WV
54.7,53.1,Boone County,WV
53.4,53.1,Braxton County,WV
51.8,53.1,Brooke County,WV
54.5,53.1,Cabell County,WV
53.5,53.1,Calhoun County,WV
53.5,53.1,Clay County,WV
52,53.1,Doddridge County,WV
54.9,53.1,Fayette County,WV
53.2,53.1,Gilmer County,WV
48.2,53.1,Grant County,WV
49.5,53.1,Greenbrier County,WV
52.8,53.1,Hampshire County,WV
51.3,53.1,Hancock County,WV
49.9,53.1,Hardy County,WV
52.1,53.1,Harrison County,WV
53.8,53.1,Jackson County,WV
53.3,53.1,Jefferson County,WV
54.6,53.1,Kanawha County,WV
52.1,53.1,Lewis County,WV
54.8,53.1,Lincoln County,WV
54.7,53.1,Logan County,WV
51.8,53.1,McDowell County,WV
52.2,53.1,Marion County,WV
53.5,53.1,Marshall County,WV
53.7,53.1,Mason County,WV
51.8,53.1,Mercer County,WV
48.4,53.1,Mineral County,WV
55.5,53.1,Mingo County,WV
51.6,53.1,Monongalia County,WV
50.9,53.1,Monroe County,WV
52.6,53.1,Morgan County,WV
53.2,53.1,Nicholas County,WV
52,53.1,Ohio County,WV
49.9,53.1,Pendleton County,WV
52.5,53.1,Pleasants County,WV
47.8,53.1,Pocahontas County,WV
51.1,53.1,Preston County,WV
54.5,53.1,Putnam County,WV
52.6,53.1,Raleigh County,WV
51.2,53.1,Randolph County,WV
53.2,53.1,Ritchie County,WV
53.4,53.1,Roane County,WV
50.4,53.1,Summers County,WV
51.7,53.1,Taylor County,WV
49.6,53.1,Tucker County,WV
51.8,53.1,Tyler County,WV
52.3,53.1,Upshur County,WV
54.7,53.1,Wayne County,WV
52.7,53.1,Webster County,WV
51.5,53.1,Wetzel County,WV
53.6,53.1,Wirt County,WV
53.3,53.1,Wood County,WV
53.8,53.1,Wyoming County,WV
44.7,44.7,Adams County,WI
41.5,44.7,Ashland County,WI
43.1,44.7,Barron County,WI
41.3,44.7,Bayfield County,WI
44.2,44.7,Brown County,WI
46.1,44.7,Buffalo County,WI
41.3,44.7,Burnett County,WI
45.4,44.7,Calumet County,WI
42.9,44.7,Chippewa County,WI
42.8,44.7,Clark County,WI
45.8,44.7,Columbia County,WI
46.9,44.7,Crawford County,WI
46.3,44.7,Dane County,WI
46.2,44.7,Dodge County,WI
43.2,44.7,Door County,WI
40.7,44.7,Douglas County,WI
43.4,44.7,Dunn County,WI
44.5,44.7,Eau Claire County,WI
40.1,44.7,Florence County,WI
45.6,44.7,Fond du Lac County,WI
40,44.7,Forest County,WI
46.8,44.7,Grant County,WI
45.6,44.7,Green County,WI
46.5,44.7,Green Lake County,WI
45.5,44.7,Iowa County,WI
41,44.7,Iron County,WI
43.6,44.7,Jackson County,WI
46.7,44.7,Jefferson County,WI
44.6,44.7,Juneau County,WI
48,44.7,Kenosha County,WI
44.9,44.7,Kewaunee County,WI
46.8,44.7,La Crosse County,WI
46.8,44.7,Lafayette County,WI
41,44.7,Langlade County,WI
40.6,44.7,Lincoln County,WI
45.1,44.7,Manitowoc County,WI
41.6,44.7,Marathon County,WI
41.4,44.7,Marinette County,WI
45.1,44.7,Marquette County,WI
41.7,44.7,Menominee County,WI
47.6,44.7,Milwaukee County,WI
44.3,44.7,Monroe County,WI
42,44.7,Oconto County,WI
39.8,44.7,Oneida County,WI
44,44.7,Outagamie County,WI
47,44.7,Ozaukee County,WI
45.2,44.7,Pepin County,WI
45.2,44.7,Pierce County,WI
43.1,44.7,Polk County,WI
44.3,44.7,Portage County,WI
40.9,44.7,Price County,WI
48,44.7,Racine County,WI
45.4,44.7,Richland County,WI
47.3,44.7,Rock County,WI
42.4,44.7,Rusk County,WI
44.1,44.7,St. Croix County,WI
45.6,44.7,Sauk County,WI
41.5,44.7,Sawyer County,WI
43,44.7,Shawano County,WI
45.9,44.7,Sheboygan County,WI
41.5,44.7,Taylor County,WI
45.8,44.7,Trempealeau County,WI
45.9,44.7,Vernon County,WI
40.2,44.7,Vilas County,WI
47.1,44.7,Walworth County,WI
41.8,44.7,Washburn County,WI
45.9,44.7,Washington County,WI
46.9,44.7,Waukesha County,WI
43.6,44.7,Waupaca County,WI
44.5,44.7,Waushara County,WI
45.1,44.7,Winnebago County,WI
43.7,44.7,Wood County,WI
42.1,43.5,Albany County,WY
45.2,43.5,Big Horn County,WY
45.3,43.5,Campbell County,WY
43.4,43.5,Carbon County,WY
45.9,43.5,Converse County,WY
44.4,43.5,Crook County,WY
44.5,43.5,Fremont County,WY
47.4,43.5,Goshen County,WY
44.7,43.5,Hot Springs County,WY
45,43.5,Johnson County,WY
46.9,43.5,Laramie County,WY
39.9,43.5,Lincoln County,WY
45.1,43.5,Natrona County,WY
46.6,43.5,Niobrara County,WY
43.8,43.5,Park County,WY
46.9,43.5,Platte County,WY
44.2,43.5,Sheridan County,WY
34.4,43.5,Sublette County,WY
39.5,43.5,Sweetwater County,WY
36.1,43.5,Teton County,WY
40.3,43.5,Uinta County,WY
45.6,43.5,Washakie County,WY
45.1,43.5,Weston County,WY